3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,218,219,220,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,233,234,235,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,248,249,250,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,225,227,3,3,3,3
3,3,3,3,263,264,265,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,240,242,3,3,3,3
3,3,3,3,278,279,280,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,242,3,3,3,3
3,3,3,3,293,294,295,3,3,3,181,3,3,3,3,3,3,3,3,3,3,3,286,287,3,-1,3,3
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,245,244,226,226,226,226
