76,97,97,97,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,-1,-1,76
76,76,76,76,76,76,76,76,76,76,-1,-1,76
76,76,76,76,76,76,76,76,76,76,-1,-1,76
76,76,76,76,76,76,76,76,76,76,-1,-1,76
76,76,76,76,76,76,76,76,76,76,-1,-1,76
76,76,76,76,76,76,76,76,82,82,-1,-1,76
76,76,76,76,76,76,76,76,76,76,-1,-1,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76
96,76,76,76,76,76,76,76,76,76,76,76,98
96,80,76,76,76,76,76,76,76,76,76,76,98
76,76,76,76,76,76,76,76,76,76,76,76,76
