3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,604,650,651,616,616,-1,616,616,616,650,616,650,616,616,651,616,616,616,616,603,3,3,3,3,3,3,3,3,3,3,3
3,3,3,604,619,3,652,3,3,-1,3,3,3,144,3,144,3,3,652,3,3,3,3,615,603,3,3,3,3,3,3,3,3,3,3
604,651,616,617,3,3,3,3,3,-1,3,3,3,144,3,144,3,3,3,3,3,3,3,3,615,616,616,616,616,651,616,616,616,616,616
619,652,3,3,3,3,3,3,3,-1,3,3,3,144,3,144,3,3,3,3,3,3,3,3,3,-1,602,3,3,652,3,3,3,3,3
3,3,3,3,3,3,3,3,3,-1,3,3,3,144,3,144,3,3,3,3,3,3,3,3,3,-1,602,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,-1,3,3,3,144,-1,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,602,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,-1,3,3,3,144,3,144,3,3,3,3,3,585,587,3,3,-1,602,-1,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,636,3,3,3,145,146,147,3,3,585,3,3,600,602,3,3,604,619,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,615,616,616,616,616,616,616,617,3,3,585,586,586,586,586,586,586
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,600,601,601,601,601,601,601
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,600,601,601,601,601,601,601
3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,600,601,601,601,601,601,601
3,3,3,3,3,3,3,3,3,3,3,667,3,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,600,601,601,601,601,601,601
585,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586
600,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601
600,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601
