3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,457,469,469
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,457,217,469
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,420,421,421,421,421,421,421,421,421,421,421,421,421,421,421,440,469,469
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,435,456,457,457,440,440,457,456,457,457,456,457,456,456,456,456,469,469
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,435,440,456,456,456,440,456,457,457,440,456,457,457,440,456,456,469,469
3,3,3,308,309,310,3,308,309,310,3,3,-1,-1,311,312,313,314,435,440,457,457,457,457,456,456,456,457,440,457,456,440,457,440,469,469
3,3,3,323,324,325,3,323,324,325,3,3,-1,-1,326,327,328,329,435,440,440,456,457,453,454,454,455,456,440,457,457,440,456,457,469,469
3,3,3,338,339,340,3,338,339,340,3,3,-1,-1,341,342,343,344,435,440,456,457,453,487,46,46,486,455,440,457,440,440,440,456,440,457
3,3,3,353,354,355,3,353,354,355,3,3,-1,-1,356,357,358,359,435,457,9,457,468,46,46,46,46,470,440,9,457,440,456,456,440,457
3,3,3,-1,369,370,3,278,369,370,3,3,-1,-1,371,372,373,374,435,456,456,456,468,46,46,46,46,470,457,440,440,456,456,456,440,457
3,3,3,383,384,385,3,383,384,385,3,3,-1,-1,386,387,388,389,435,457,456,440,468,46,46,46,46,470,456,457,457,457,456,440,440,457
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
