3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,241,241,3,3,3,3,308,309,310,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,241,241,3,3,3,3,323,324,325,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,338,339,340,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,149,3,3,353,354,355,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,164,3,3,3,369,370,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,179,3,3,383,384,385,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,148,3,300,301,302,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
