3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,270,271,271,226,226,226,226
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,273,3,3,3,3,3,240,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,255,256,241,241
3,3,3,3,3,3,3,3,3,3,3,3,273,3,3,3,3,3,3,3,3,3,3,3,240,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241
3,3,3,3,3,3,3,180,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241
3,3,3,3,3,3,3,270,271,272,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,181,3,3,3,3,3,3,3,3,240,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,225,226,226,226,227,3,3,3,3,3,240,241
3,3,3,3,3,3,3,3,3,3,3,3,225,227,286,241,241,241,242,3,3,3,3,3,240,241
3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,242,3,3,3,3,3,240,241
3,3,3,225,227,3,3,3,3,3,3,3,240,241,241,241,241,241,242,3,3,3,3,3,240,241
226,226,226,240,242,3,3,3,225,226,226,226,286,241,241,241,241,241,287,3,3,3,3,3,240,241
