3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,604,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,616,603,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,604,619,3,652,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,615,603,3,3,3,3,3,3,3,3,3,3,3,3
604,616,616,617,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,615,616,616,616,616,616,616,616,616,616,616,616,616
619,652,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,652,3,3,3,3,3,652,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,635,636,637,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,117,118,119,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,667,3,132,133,134,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,585,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,587,-1,-1,-1,-1,598,586,586,586,586,586,586,586
-1,-1,-1,-1,600,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,602,-1,-1,-1,-1,613,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,600,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,602,-1,-1,-1,-1,600,-1,-1,-1,-1,-1,-1,-1
