-1,57,57,57,57,57,57,57,57,57,57,57
-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,57
-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,57
-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,57
-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,57
-1,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,57
-1,57,57,57,57,45,46,47,57,57,57,57
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
57,57,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,57,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,57,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,-1
57,57,-1,-1,-1,-1,-1,-1,57,-1,-1,-1
57,57,57,57,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
-1,-1,-1,-1,57,-1,-1,-1,57,-1,-1,-1
