3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,204,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,215,216,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,300,301,301,301,302,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,315,316,316,316,317,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,349,316,316,316,317,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,315,316,316,317,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,315,316,316,317,3
3,3,311,312,313,314,3,3,3,3,308,309,310,3,3,3,3,311,312,313,314,315,316,316,317,3
3,3,326,327,328,329,3,3,3,3,323,324,325,3,3,3,3,326,327,328,329,315,316,316,317,3
3,3,341,342,343,344,3,3,3,3,338,339,340,3,3,3,3,341,342,343,344,315,316,316,317,3
3,3,356,357,358,359,3,3,3,3,353,354,355,3,3,3,3,356,357,358,359,315,316,316,317,3
3,3,371,372,373,374,3,3,3,3,-1,369,370,3,3,3,3,371,372,373,374,315,316,316,317,3
3,3,386,387,388,389,3,3,3,3,383,384,385,3,3,3,3,386,387,388,389,315,316,316,317,3
