3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,225,227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,255,257,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,226,-1,-1,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,154,155,-1,154,155,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,225,226,227,3,3,3,3,3,3,225,226,226,227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,169,170,-1,169,170,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,255,256,257,3,3,3,3,3,3,240,241,241,244,227,3,3,3,3,3,3,3,3,3,3,3,3,420,422,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,255,256,256,256,256
3,3,3,3,3,3,3,3,3,3,225,226,226,227,3,3,3,3,3,3,3,3,3,3,3,-1,240,241,241,241,244,227,3,3,3,3,3,3,3,3,3,3,3,435,437,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,3,3
226,226,227,3,3,3,3,3,3,3,240,241,241,242,3,3,3,3,3,3,3,3,3,3,-1,-1,240,241,241,241,241,244,227,3,3,3,3,3,3,3,3,3,420,436,437,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,228,3,3,3,3,3,-1,-1,3,3
241,241,242,3,3,3,3,3,3,3,240,241,241,242,3,3,3,3,3,3,3,3,3,-1,-1,-1,240,241,241,241,241,241,244,227,3,3,3,3,3,3,3,3,435,436,437,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,243,3,3,3,3,3,-1,3,3,3
241,241,242,226,226,226,226,226,226,226,240,241,241,242,421,421,421,421,421,421,421,421,421,421,421,421,241,241,241,241,241,241,241,241,226,226,226,226,226,226,226,226,435,436,437,3,3,3,3,3,3,3,3,225,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,285,226,226,226,226,226,226,226,226,226
241,241,242,241,241,241,241,241,241,241,240,241,241,242,436,436,436,436,436,436,436,436,436,436,436,436,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,435,438,437,-1,-1,-1,-1,-1,-1,-1,-1,240,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
