3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3
3,3,3,3,3,3,3,-1,3,3,3,3,3,3,-1,3,3,3,3,3,3,-1,3,3,3,3,-1,3
3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,-1,3
3,3,3,3,3,15,3,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,3,3,3,3,3,-1,28
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1
