76,-1,97,-1,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,76,76,76,76
76,99,99,99,76
