241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,154,155,244,227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,169,170,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,221,222,223,224,3,3
256,256,256,256,257,3,3,3,3,3,3,3,3,3,3,3,3,3,236,237,238,239,3,3
-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,251,252,253,254,3,3
-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,266,267,268,269,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,281,282,283,284,3,3
226,226,226,227,211,212,3,3,3,3,3,3,3,3,3,3,3,3,296,297,298,204,3,3
241,241,241,244,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
