3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,668,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,144,3,-1,3,3,3,3,3,144,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,144,3,-1,3,3,3,3,3,144,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,144,3,-1,3,3,3,3,3,144,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,630,631,631,632,3,3,149,3,-1,3,3,3,3,3,149,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,630,649,646,646,648,632,3,164,3,-1,3,3,3,3,3,164,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,645,646,646,646,646,647,3,179,3,-1,3,3,3,3,-1,179,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,645,646,646,646,646,647,3,3,3,-1,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,645,646,646,646,646,647,3,3,3,-1,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,668,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,683,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
