3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,668,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,683,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,668,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,683,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,668,3,3,3,3,3,3,3,3,20,-1,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,683,3,3,3,3,663,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,668,3,3,3,3,678,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,24,3,3,3,7,7,15,3,3,3,3,683,3,3,3,3,693,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28
593,593,593,593,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,593,593,593,593,3,3,3,3,3,3,3,3
608,608,608,608,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,608,608,608,608,3,3,3,3,3,3,3,3
623,623,623,623,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,623,623,623,623,3,3,3,3,3,3,3,3
