239,239,239,239,239,239,239,239,239,239,222,222,222,222,222,215,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,208,218,218,218,218,218,218
239,239,239,239,239,239,239,239,239,239,222,222,222,222,222,215,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,208,218,218,218,218,218,218
218,218,218,218,218,218,218,218,218,218,218,218,218,222,222,215,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,208,218,218,218,218,218,218
217,217,217,217,217,217,217,217,217,217,217,218,218,222,222,215,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,208,218,218,218,218,218,218
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,218,222,222,226,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,208,218,218,218,218,218,218
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,226,232,226,225,-1,-1,-1,-1,-1,319,-1,319,-1,-1,243,-1,-1,-1,216,217,217,217,217,217,217
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
241,241,241,241,242,-1,-1,-1,-1,-1,-1,-1,-1,260,259,260,-1,-1,-1,-1,-1,319,-1,319,-1,-1,-1,266,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,201,202,201,202,201,202,201,202,203,240,241,242,200,201,201,229,205,205,205,205,205,205,205,205,205
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,218,247,218,218,218,218,218,218,211,-1,-1,-1,208,218,218,218,211,262,262,262,262,262,263,262,262
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,218,218,218,218,218,218,247,218,211,-1,-1,-1,208,218,218,218,211,262,222,262,-1,262,262,262,263
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,218,218,218,218,218,218,218,218,211,-1,-1,-1,212,222,222,246,212,-1,262,262,262,262,222,262,262
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,222,222,222,222,222,222,222,222,215,-1,-1,-1,212,222,222,222,212,262,262,-1,262,262,-1,262,262
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,222,222,222,222,222,222,222,222,215,-1,-1,-1,212,222,222,222,212,270,262,262,262,262,262,262,270
