3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,3,3,3,3,3,180,3,3,3,3,3,3,3,3,3,3,3,180,3,3,3,3,3
-1,-1,-1,-1,-1,-1,3,3,3,3,3,270,271,272,3,3,3,3,3,3,3,225,226,227,3,225,226,226,226
-1,-1,13,-1,-1,-1,3,181,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,242,228,240,241,241,241
270,271,226,226,226,226,226,227,3,3,3,3,3,3,3,3,3,273,3,3,3,240,241,241,241,241,241,241,241
241,241,255,241,241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
241,241,241,240,241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
241,241,241,240,241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
241,241,241,240,241,241,241,244,226,227,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
241,241,241,240,241,241,241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
241,241,241,240,241,241,241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
241,241,241,240,241,241,241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
241,241,241,240,241,241,241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,240,241,241,241,241,241,241,241
