76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,80,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,84,76,76,76,98
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,76,76,76,76,76,76,76,76,76,-1,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,-1,-1,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,-1,-1,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,76,76,76,85,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,-1,76,76,76,76,76,76,76,76,76,76,76,76,76,76
96,76,76,76,76,76,76,76,76,76,76,76,76,81,76,76,76,76,81,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
76,76,76,76,76,76,76,82,82,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,82,82,82,82,82,82,82,82,76,76
