3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
226,226,226,227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,242,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,241,241,287,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,225,227,3,3,3,3,3
241,241,241,287,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,225,226,226,226,226,245,244,226,226,226,226,227
-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,225,154,155,241,241,241,241,241,241,241,241,241,242
-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240,169,170,241,241,241,241,241,241,241,241,241,242
-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,225,227,3,240,241,241,241,241,241,241,241,241,241,241,241,242
-1,-1,-1,-1,226,226,226,226,226,226,226,226,226,226,226,245,242,3,240,241,241,241,241,241,241,241,241,241,241,241,242
-1,-1,-1,-1,241,241,241,241,241,241,241,241,241,241,241,241,287,3,286,241,241,241,241,241,241,241,241,241,241,241,287
