279,214,286,278,278,294,294,262,214,286,286,262,286,263,294,286,279,271,270,279,279,271,279,286,279,214,271,279,270,279,263,262,263,278,286,286,287
270,262,294,286,287,262,270,287,262,262,278,287,287,287,263,271,270,270,271,271,294,262,287,279,279,278,279,270,286,270,286,286,271,294,287,214,279
270,279,263,286,270,287,287,294,270,279,287,262,263,214,262,263,263,263,286,294,270,263,263,271,270,271,263,271,214,270,270,270,278,278,278,286,263
287,270,214,278,270,294,286,287,271,270,270,271,287,286,279,271,294,279,279,270,294,279,262,294,279,270,279,286,279,270,278,214,286,278,278,294,263
271,294,271,294,214,263,279,263,287,214,262,287,278,279,279,279,279,214,294,262,271,271,278,214,278,278,263,279,271,279,270,279,279,271,262,214,262
279,287,278,286,214,263,262,294,286,286,262,286,279,270,270,279,263,263,262,279,278,263,262,279,278,271,294,286,214,262,287,294,271,287,271,294,270
263,270,271,278,286,262,271,270,278,279,287,214,278,287,270,287,287,271,270,263,270,270,287,271,214,263,279,294,294,286,214,278,270,214,214,278,262
286,214,214,286,286,262,263,278,214,270,263,270,270,270,278,286,287,270,214,262,262,262,270,270,271,262,270,270,271,279,262,294,278,294,286,294,262
294,262,270,271,214,271,262,271,214,263,263,271,278,278,214,214,279,279,263,271,270,262,286,271,278,294,270,278,278,262,278,214,262,286,278,278,262
271,278,262,271,270,270,287,294,214,287,271,286,294,294,286,279,278,262,263,262,278,271,279,294,279,270,294,278,271,214,294,263,286,278,286,279,287
278,278,286,286,286,270,286,279,287,278,294,287,214,279,278,294,262,286,214,262,270,294,279,286,287,271,286,287,294,279,270,294,271,279,286,279,271
294,294,286,279,279,294,287,287,263,278,263,263,263,286,279,286,294,294,271,286,214,294,294,278,263,279,270,271,278,263,262,271,270,263,271,287,278
262,263,262,294,262,262,294,262,262,279,271,263,286,294,278,263,214,214,287,262,270,294,262,294,270,271,279,286,279,287,278,287,263,270,279,287,262
262,262,262,262,262,262,262,262,262,262,262,287,287,278,278,271,279,279,262,286,270,262,262,262,263,278,270,286,294,287,294,262,271,271,279,214,279
262,262,262,262,262,262,262,262,262,262,262,271,278,287,263,287,263,287,278,278,271,262,262,262,271,294,262,263,263,262,262,262,262,262,262,262,262
262,262,262,262,262,262,262,262,262,262,262,271,271,294,279,263,263,263,271,262,271,262,262,262,262,214,214,286,286,262,262,262,262,262,262,262,262
