-1,29,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,37,38,39,14,15,15,15,-1,-1,-1,-1,-1
10,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1
9,18,-1,-1,8,-1,11,17,17,17,17,17,12
10,-1,-1,-1,16,17,18,-1,-1,-1,-1,-1,8
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
10,-1,-1,-1,0,1,1,2,-1,-1,-1,-1,8
10,-1,-1,-1,8,-1,-1,10,-1,-1,-1,-1,8
10,-1,-1,-1,8,-1,-1,19,1,2,-1,-1,8
10,-1,-1,16,9,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
9,18,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,16,9,-1,-1,-1,-1,10,-1,-1,8
10,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,8
-1,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,-1
-1,-1,-1,-1,8,-1,-1,-1,-1,10,-1,-1,-1
1,1,1,1,20,-1,-1,-1,-1,19,1,1,1
